F1,Accuracy,Precision,Recall,Features
0.918041891,0.935413005,0.926857668,0.926622478,tcp;mqtt;mdns;ssl;bootp
0.887677549,0.899824253,0.903199804,0.901120582,tcp;mqtt;mdns;ssl;ssdp
0.89647632,0.898945518,0.929114293,0.909216249,tcp;mqtt;mdns;ssl;classicstun
0.900798873,0.903778559,0.925925802,0.910547608,tcp;mqtt;mdns;ssl;ntp
0.618623259,0.631370826,0.787202988,0.648764543,tcp;mqtt;mdns;bootp;ssdp
0.603436556,0.672231986,0.743836688,0.627057359,tcp;mqtt;mdns;bootp;classicstun
0.545346263,0.574253076,0.719821186,0.549774145,tcp;mqtt;mdns;bootp;ntp
0.68369413,0.723198594,0.719838382,0.707745171,tcp;mqtt;mdns;ssdp;classicstun
0.621212459,0.640158172,0.790792975,0.631899949,tcp;mqtt;mdns;ssdp;ntp
0.626727284,0.66344464,0.706154027,0.629686647,tcp;mqtt;mdns;classicstun;ntp
0.920450951,0.934973638,0.923415141,0.927542495,tcp;mqtt;quic;ssl;bootp
0.924309969,0.945079086,0.944354148,0.932036774,tcp;mqtt;quic;ssl;ssdp
0.933269389,0.94771529,0.958786463,0.93720196,tcp;mqtt;quic;ssl;classicstun
0.932974999,0.946836555,0.954715974,0.93543017,tcp;mqtt;quic;ssl;ntp
0.602669968,0.631370826,0.666543784,0.63062775,tcp;mqtt;quic;bootp;ssdp
0.588124352,0.666080844,0.699856366,0.61179022,tcp;mqtt;quic;bootp;classicstun
0.547276731,0.583479789,0.80847925,0.549841162,tcp;mqtt;quic;bootp;ntp
0.677289405,0.710896309,0.755501093,0.700134304,tcp;mqtt;quic;ssdp;classicstun
0.698956102,0.686731107,0.893144745,0.701238672,tcp;mqtt;quic;ssdp;ntp
0.661799365,0.696836555,0.827352341,0.664415977,tcp;mqtt;quic;classicstun;ntp
0.913890383,0.93629174,0.914763811,0.92382975,tcp;mqtt;ssl;bootp;ssdp
0.934095598,0.952108963,0.967073892,0.938000762,tcp;mqtt;ssl;bootp;classicstun
0.93532276,0.946836555,0.940240479,0.935576127,tcp;mqtt;ssl;bootp;ntp
0.902458613,0.91344464,0.937937136,0.912325853,tcp;mqtt;ssl;ssdp;classicstun
0.899936752,0.904657293,0.917820093,0.908288784,tcp;mqtt;ssl;ssdp;ntp
0.91982471,0.919156415,0.943444356,0.925063989,tcp;mqtt;ssl;classicstun;ntp
0.746677306,0.780316344,0.842946993,0.764912213,tcp;mqtt;bootp;ssdp;classicstun
0.705363832,0.695518453,0.901409926,0.70823554,tcp;mqtt;bootp;ssdp;ntp
0.672250749,0.709578207,0.830972771,0.671646974,tcp;mqtt;bootp;classicstun;ntp
0.76506853,0.766695958,0.852644485,0.762334197,tcp;mqtt;ssdp;classicstun;ntp
0.911011464,0.911247803,0.931036106,0.920090207,tcp;dns;mdns;quic;ssl
0.788447592,0.802724077,0.855081204,0.790810899,tcp;dns;mdns;quic;bootp
0.853836093,0.844463972,0.92421005,0.854861307,tcp;dns;mdns;quic;ssdp
0.755632486,0.805799649,0.786235331,0.781326809,tcp;dns;mdns;quic;classicstun
0.72186945,0.750439367,0.855446629,0.725428649,tcp;dns;mdns;quic;ntp
0.945086819,0.956942004,0.964993476,0.945755761,tcp;dns;mdns;ssl;bootp
0.841685625,0.870386643,0.863071538,0.856207301,tcp;dns;mdns;ssl;ssdp
0.83953795,0.862478032,0.868991991,0.856448461,tcp;dns;mdns;ssl;classicstun
0.844620945,0.870386643,0.862179385,0.858115282,tcp;dns;mdns;ssl;ntp
0.889734051,0.887082601,0.944741467,0.881110921,tcp;dns;mdns;bootp;ssdp
0.826389502,0.839191564,0.85223566,0.846418679,tcp;dns;mdns;bootp;classicstun
0.780001828,0.789543058,0.848243548,0.787807492,tcp;dns;mdns;bootp;ntp
0.83797705,0.86115993,0.86497925,0.850711398,tcp;dns;mdns;ssdp;classicstun
0.786526785,0.796133568,0.857604582,0.789923162,tcp;dns;mdns;ssdp;ntp
0.690729597,0.749560633,0.788676603,0.712083927,tcp;dns;mdns;classicstun;ntp
0.951865575,0.956063269,0.96880683,0.951505264,tcp;dns;quic;ssl;bootp
0.912339958,0.917838313,0.935165509,0.921233398,tcp;dns;quic;ssl;ssdp
0.916044491,0.91827768,0.937810148,0.922667581,tcp;dns;quic;ssl;classicstun
0.912424651,0.912126538,0.933240036,0.924113247,tcp;dns;quic;ssl;ntp
0.895257126,0.893673111,0.944585559,0.888326757,tcp;dns;quic;bootp;ssdp
0.829886177,0.856766257,0.85529914,0.843452268,tcp;dns;quic;bootp;classicstun
0.78756352,0.797012302,0.850292068,0.792885653,tcp;dns;quic;bootp;ntp
0.908572495,0.910369069,0.936384461,0.913646734,tcp;dns;quic;ssdp;classicstun
0.855193715,0.852372583,0.920345509,0.856101938,tcp;dns;quic;ssdp;ntp
0.750246612,0.791739895,0.810304541,0.773932332,tcp;dns;quic;classicstun;ntp
0.942213411,0.953866432,0.957609678,0.942943042,tcp;dns;ssl;bootp;ssdp
0.943131819,0.955623902,0.965419083,0.944306606,tcp;dns;ssl;bootp;classicstun
0.945071157,0.953866432,0.963468932,0.94621678,tcp;dns;ssl;bootp;ntp
0.844176429,0.874340949,0.871520373,0.859219074,tcp;dns;ssl;ssdp;classicstun
0.836850695,0.865114236,0.865341253,0.852596815,tcp;dns;ssl;ssdp;ntp
0.846278004,0.869507909,0.871642357,0.862654808,tcp;dns;ssl;classicstun;ntp
0.939490994,0.944200351,0.957145171,0.937210667,tcp;dns;bootp;ssdp;classicstun
0.876129321,0.874780316,0.930623691,0.871250425,tcp;dns;bootp;ssdp;ntp
0.83159644,0.852372583,0.924843399,0.849088948,tcp;dns;bootp;classicstun;ntp
0.837078452,0.857644991,0.864277241,0.853485752,tcp;dns;ssdp;classicstun;ntp
0.919702523,0.940246046,0.930925539,0.927706721,tcp;mdns;quic;ssl;bootp
0.885818923,0.904657293,0.907271546,0.900779783,tcp;mdns;quic;ssl;ssdp
0.902981021,0.909050967,0.934613354,0.913918174,tcp;mdns;quic;ssl;classicstun
0.893352898,0.905975395,0.910635465,0.908469125,tcp;mdns;quic;ssl;ntp
0.610394664,0.652899824,0.755150261,0.643201271,tcp;mdns;quic;bootp;ssdp
0.599281958,0.651581722,0.698633635,0.630428658,tcp;mdns;quic;bootp;classicstun
0.546082068,0.582601054,0.794614993,0.555176911,tcp;mdns;quic;bootp;ntp
0.688913266,0.732864675,0.72080192,0.710342564,tcp;mdns;quic;ssdp;classicstun
0.616903958,0.65202109,0.786604106,0.624868203,tcp;mdns;quic;ssdp;ntp
0.619371332,0.670913884,0.76716468,0.622868465,tcp;mdns;quic;classicstun;ntp
0.920024441,0.94112478,0.930247997,0.927803688,tcp;mdns;ssl;bootp;ssdp
0.928906298,0.946836555,0.953216888,0.934712096,tcp;mdns;ssl;bootp;classicstun
0.934296528,0.946836555,0.954129575,0.938711252,tcp;mdns;ssl;bootp;ntp
0.830523633,0.870386643,0.867894524,0.850260857,tcp;mdns;ssl;ssdp;classicstun
0.818927573,0.854130053,0.837618502,0.844251177,tcp;mdns;ssl;ssdp;ntp
0.83705082,0.863796134,0.865288329,0.854234346,tcp;mdns;ssl;classicstun;ntp
0.754050541,0.781195079,0.84816856,0.773123372,tcp;mdns;bootp;ssdp;classicstun
0.708578691,0.711335677,0.871009092,0.711623332,tcp;mdns;bootp;ssdp;ntp
0.685069024,0.726713533,0.835306347,0.684455079,tcp;mdns;bootp;classicstun;ntp
0.694278463,0.721880492,0.781053541,0.696561244,tcp;mdns;ssdp;classicstun;ntp
0.914359172,0.939806678,0.920672616,0.927308654,tcp;quic;ssl;bootp;ssdp
0.932969356,0.945079086,0.959761428,0.93814506,tcp;quic;ssl;bootp;classicstun
0.92884482,0.944200351,0.942242724,0.933232597,tcp;quic;ssl;bootp;ntp
0.891397162,0.905975395,0.927885629,0.906767273,tcp;quic;ssl;ssdp;classicstun
0.896166674,0.903778559,0.915939607,0.907624023,tcp;quic;ssl;ssdp;ntp
0.910904433,0.914762742,0.941831032,0.921509855,tcp;quic;ssl;classicstun;ntp
0.746236431,0.769771529,0.780290739,0.763401075,tcp;quic;bootp;ssdp;classicstun
0.702422146,0.703866432,0.884013883,0.703946578,tcp;quic;bootp;ssdp;ntp
0.683823386,0.706063269,0.766900326,0.684192466,tcp;quic;bootp;classicstun;ntp
0.758955643,0.778558875,0.851671575,0.755239673,tcp;quic;ssdp;classicstun;ntp
0.940027104,0.950790861,0.955915066,0.940721699,tcp;ssl;bootp;ssdp;classicstun
0.931762833,0.946836555,0.95179894,0.93658131,tcp;ssl;bootp;ssdp;ntp
0.939185023,0.946836555,0.957918264,0.942494772,tcp;ssl;bootp;classicstun;ntp
0.836895687,0.860281195,0.862269696,0.855421683,tcp;ssl;ssdp;classicstun;ntp
0.825033279,0.823813708,0.905789313,0.819021545,tcp;bootp;ssdp;classicstun;ntp
0.749405139,0.792618629,0.808273616,0.755917437,http;mqtt;dns;mdns;quic
0.856072983,0.873462214,0.937765961,0.869949437,http;mqtt;dns;mdns;ssl
0.752306285,0.778558875,0.85633709,0.75361264,http;mqtt;dns;mdns;bootp
0.81946813,0.818980668,0.869627914,0.822755375,http;mqtt;dns;mdns;ssdp
0.731798609,0.771968366,0.859503887,0.748965323,http;mqtt;dns;mdns;classicstun
0.708292054,0.705623902,0.914394434,0.711406153,http;mqtt;dns;mdns;ntp
0.932089448,0.931898067,0.952391804,0.933642692,http;mqtt;dns;quic;ssl
0.7562477,0.789103691,0.911084591,0.760032534,http;mqtt;dns;quic;bootp
0.902322746,0.898066784,0.941796793,0.89477602,http;mqtt;dns;quic;ssdp
0.783031372,0.826010545,0.932988553,0.795390762,http;mqtt;dns;quic;classicstun
0.752525149,0.781634446,0.891469776,0.754099024,http;mqtt;dns;quic;ntp
0.937918059,0.941564148,0.957450374,0.937218219,http;mqtt;dns;ssl;bootp
0.855950209,0.87258348,0.931781614,0.868332092,http;mqtt;dns;ssl;ssdp
0.852338838,0.863356766,0.932847038,0.865201438,http;mqtt;dns;ssl;classicstun
0.876796412,0.875219684,0.929773488,0.887180393,http;mqtt;dns;ssl;ntp
0.908063524,0.90202109,0.945938225,0.900218703,http;mqtt;dns;bootp;ssdp
0.785464878,0.821177504,0.852908672,0.798064339,http;mqtt;dns;bootp;classicstun
0.75388204,0.789543058,0.8486393,0.759744189,http;mqtt;dns;bootp;ntp
0.855489533,0.873022847,0.871598013,0.865109108,http;mqtt;dns;ssdp;classicstun
0.827006034,0.833919156,0.940595196,0.827799557,http;mqtt;dns;ssdp;ntp
0.714446892,0.760544815,0.888347659,0.734688518,http;mqtt;dns;classicstun;ntp
0.908032709,0.929261863,0.913463515,0.917141761,http;mqtt;mdns;quic;ssl
0.402270557,0.438049209,0.583612705,0.408637457,http;mqtt;mdns;quic;bootp
0.572611907,0.601493849,0.673285185,0.589194625,http;mqtt;mdns;quic;ssdp
0.497348097,0.554042179,0.705275338,0.507633116,http;mqtt;mdns;quic;classicstun
0.521912366,0.543936731,0.827444745,0.504430847,http;mqtt;mdns;quic;ntp
0.910971577,0.927943761,0.93042975,0.918468714,http;mqtt;mdns;ssl;bootp
0.827307352,0.852372583,0.829770504,0.84828001,http;mqtt;mdns;ssl;ssdp
0.838458893,0.868629174,0.864418784,0.856679141,http;mqtt;mdns;ssl;classicstun
0.863527347,0.867750439,0.913082047,0.877225028,http;mqtt;mdns;ssl;ntp
0.577135938,0.61599297,0.65818365,0.593795606,http;mqtt;mdns;bootp;ssdp
0.491262198,0.531634446,0.6372004,0.499721778,http;mqtt;mdns;bootp;classicstun
0.51579636,0.524604569,0.82515854,0.498776657,http;mqtt;mdns;bootp;ntp
0.596458691,0.649824253,0.653490902,0.615160705,http;mqtt;mdns;ssdp;classicstun
0.589637546,0.589630931,0.792985618,0.577175978,http;mqtt;mdns;ssdp;ntp
0.52166368,0.573374341,0.74824426,0.515249848,http;mqtt;mdns;classicstun;ntp
0.905316238,0.921353251,0.916748797,0.915093282,http;mqtt;quic;ssl;bootp
0.915164119,0.929261863,0.923530923,0.921825562,http;mqtt;quic;ssl;ssdp
0.925221302,0.935413005,0.95151458,0.928356316,http;mqtt;quic;ssl;classicstun
0.921250064,0.931019332,0.934150771,0.926709201,http;mqtt;quic;ssl;ntp
0.535138056,0.589191564,0.722467756,0.562126884,http;mqtt;quic;bootp;ssdp
0.452292543,0.515377856,0.679606907,0.472361316,http;mqtt;quic;bootp;classicstun
0.459060515,0.512741652,0.805328455,0.454819867,http;mqtt;quic;bootp;ntp
0.626802597,0.68629174,0.703295139,0.653549026,http;mqtt;quic;ssdp;classicstun
0.618850123,0.625659051,0.841966794,0.616431835,http;mqtt;quic;ssdp;ntp
0.565887447,0.627855888,0.812970541,0.562517691,http;mqtt;quic;classicstun;ntp
0.9095396,0.923989455,0.924329387,0.918076957,http;mqtt;ssl;bootp;ssdp
0.923678055,0.926625659,0.942647181,0.927786176,http;mqtt;ssl;bootp;classicstun
0.920764416,0.926186292,0.93582663,0.925575889,http;mqtt;ssl;bootp;ntp
0.848885188,0.877855888,0.8762822,0.863283836,http;mqtt;ssl;ssdp;classicstun
0.857805658,0.857205624,0.904481937,0.871118136,http;mqtt;ssl;ssdp;ntp
0.881060584,0.875659051,0.931533309,0.890059039,http;mqtt;ssl;classicstun;ntp
0.626656741,0.684973638,0.718833963,0.651521823,http;mqtt;bootp;ssdp;classicstun
0.617661572,0.631810193,0.854196005,0.615191123,http;mqtt;bootp;ssdp;ntp
0.558774813,0.625219684,0.763431893,0.563447679,http;mqtt;bootp;classicstun;ntp
0.631921575,0.669156415,0.774786657,0.638060013,http;mqtt;ssdp;classicstun;ntp
0.86230124,0.886203866,0.879702195,0.871659538,http;dns;mdns;quic;ssl
0.758703,0.782073814,0.866455036,0.760701395,http;dns;mdns;quic;bootp
0.81236002,0.821616872,0.867118319,0.810465979,http;dns;mdns;quic;ssdp
0.712860766,0.775483304,0.805383293,0.728658823,http;dns;mdns;quic;classicstun
0.685946501,0.723198594,0.841357096,0.691949786,http;dns;mdns;quic;ntp
0.937049469,0.94112478,0.953615138,0.937745442,http;dns;mdns;ssl;bootp
0.788677019,0.827328647,0.873080545,0.804917795,http;dns;mdns;ssl;ssdp
0.810657044,0.821177504,0.856160808,0.825450617,http;dns;mdns;ssl;classicstun
0.802360357,0.824253076,0.852142761,0.818772038,http;dns;mdns;ssl;ntp
0.897713874,0.885325132,0.941166475,0.89052263,http;dns;mdns;bootp;ssdp
0.794003758,0.83831283,0.931008046,0.803895634,http;dns;mdns;bootp;classicstun
0.754332315,0.784710018,0.909128885,0.757078836,http;dns;mdns;bootp;ntp
0.786613646,0.822495606,0.867754589,0.800636633,http;dns;mdns;ssdp;classicstun
0.756428968,0.782952548,0.806531798,0.759594789,http;dns;mdns;ssdp;ntp
0.66344968,0.72056239,0.787090037,0.679869894,http;dns;mdns;classicstun;ntp
0.94185212,0.945518453,0.958249791,0.939749666,http;dns;quic;ssl;bootp
0.859901845,0.89059754,0.874386754,0.871292227,http;dns;quic;ssl;ssdp
0.853737556,0.880052724,0.878849265,0.868517957,http;dns;quic;ssl;classicstun
0.8540968,0.880052724,0.870587054,0.865615124,http;dns;quic;ssl;ntp
0.899307914,0.893233743,0.949668226,0.893971728,http;dns;quic;bootp;ssdp
0.7821818,0.818541301,0.891190269,0.794790369,http;dns;quic;bootp;classicstun
0.750247776,0.777240773,0.79586268,0.755440224,http;dns;quic;bootp;ntp
0.863024909,0.889279438,0.882335921,0.872189943,http;dns;quic;ssdp;classicstun
0.819864173,0.826010545,0.867413987,0.818883531,http;dns;quic;ssdp;ntp
0.712686261,0.765817223,0.840691951,0.726848303,http;dns;quic;classicstun;ntp
0.934788439,0.935413005,0.957382066,0.93670743,http;dns;ssl;bootp;ssdp
0.938214026,0.942442882,0.962016604,0.938910522,http;dns;ssl;bootp;classicstun
0.93942255,0.942442882,0.955315605,0.939582921,http;dns;ssl;bootp;ntp
0.781470044,0.818101933,0.86436123,0.802294677,http;dns;ssl;ssdp;classicstun
0.78595279,0.827768014,0.861368583,0.806418519,http;dns;ssl;ssdp;ntp
0.782623886,0.828207381,0.860214513,0.804041026,http;dns;ssl;classicstun;ntp
0.920977793,0.92486819,0.952417445,0.922887208,http;dns;bootp;ssdp;classicstun
0.897984709,0.89059754,0.940615991,0.889745658,http;dns;bootp;ssdp;ntp
0.785216834,0.822056239,0.914007482,0.795901614,http;dns;bootp;classicstun;ntp
0.775799097,0.81370826,0.794382718,0.794059316,http;dns;ssdp;classicstun;ntp
0.91059848,0.92486819,0.928483069,0.918676344,http;mdns;quic;ssl;bootp
0.834258872,0.87258348,0.849638845,0.851966112,http;mdns;quic;ssl;ssdp
0.835815234,0.874780316,0.852564362,0.853306531,http;mdns;quic;ssl;classicstun
0.840500115,0.87258348,0.85042879,0.854494856,http;mdns;quic;ssl;ntp
0.577433163,0.610281195,0.672002898,0.594037813,http;mdns;quic;bootp;ssdp
0.503769234,0.546572935,0.649332244,0.51274667,http;mdns;quic;bootp;classicstun
0.510861141,0.543497364,0.73063349,0.494237358,http;mdns;quic;bootp;ntp
0.595853299,0.651142355,0.642459529,0.616692794,http;mdns;quic;ssdp;classicstun
0.587492843,0.591388401,0.791041794,0.576096096,http;mdns;quic;ssdp;ntp
0.539835449,0.583040422,0.714547816,0.531435561,http;mdns;quic;classicstun;ntp
0.90707318,0.923110721,0.915678051,0.915507686,http;mdns;ssl;bootp;ssdp
0.922884157,0.932776801,0.94543276,0.926015327,http;mdns;ssl;bootp;classicstun
0.914520615,0.922671353,0.933523373,0.920538088,http;mdns;ssl;bootp;ntp
0.772365469,0.812390158,0.796726249,0.794195205,http;mdns;ssl;ssdp;classicstun
0.765610713,0.811950791,0.771309261,0.788922281,http;mdns;ssl;ssdp;ntp
0.802738222,0.826889279,0.854116242,0.820549585,http;mdns;ssl;classicstun;ntp
0.667349327,0.698154657,0.722442408,0.681084828,http;mdns;bootp;ssdp;classicstun
0.66765731,0.659490334,0.868598038,0.652383608,http;mdns;bootp;ssdp;ntp
0.599670882,0.64543058,0.770727793,0.592270429,http;mdns;bootp;classicstun;ntp
0.613672197,0.646748682,0.714550282,0.607854896,http;mdns;ssdp;classicstun;ntp
0.90781464,0.921792619,0.927735032,0.918634272,http;quic;ssl;bootp;ssdp
0.920247175,0.934094903,0.947281654,0.926502475,http;quic;ssl;bootp;classicstun
0.926910919,0.935852373,0.945771653,0.930952532,http;quic;ssl;bootp;ntp
0.846697527,0.881810193,0.871478198,0.862146703,http;quic;ssl;ssdp;classicstun
0.842694701,0.87258348,0.863123353,0.860004589,http;quic;ssl;ssdp;ntp
0.857013973,0.885764499,0.877104778,0.870193603,http;quic;ssl;classicstun;ntp
0.637305241,0.698594025,0.80462514,0.657785812,http;quic;bootp;ssdp;classicstun
0.617200234,0.624780316,0.821412464,0.613974782,http;quic;bootp;ssdp;ntp
0.562559856,0.606766257,0.752934128,0.559379166,http;quic;bootp;classicstun;ntp
0.644317904,0.69288225,0.792558967,0.646042133,http;quic;ssdp;classicstun;ntp
0.922178688,0.929261863,0.947550855,0.927951348,http;ssl;bootp;ssdp;classicstun
0.918653145,0.926186292,0.941942626,0.926317523,http;ssl;bootp;ssdp;ntp
0.924489334,0.931898067,0.948270625,0.928626842,http;ssl;bootp;classicstun;ntp
0.809355088,0.832601054,0.859697109,0.824211154,http;ssl;ssdp;classicstun;ntp
0.716398465,0.748681898,0.831439242,0.716439303,http;bootp;ssdp;classicstun;ntp
0.92253584,0.919156415,0.946973237,0.922186106,mqtt;dns;mdns;quic;ssl
0.720880845,0.744288225,0.796616462,0.721062363,mqtt;dns;mdns;quic;bootp
0.872311456,0.84797891,0.934275071,0.861783263,mqtt;dns;mdns;quic;ssdp
0.773975297,0.815026362,0.802845513,0.784760562,mqtt;dns;mdns;quic;classicstun
0.727525952,0.742091388,0.863589324,0.723981823,mqtt;dns;mdns;quic;ntp
0.927130383,0.919156415,0.952862238,0.929202394,mqtt;dns;mdns;ssl;bootp
0.845062691,0.853251318,0.930672938,0.859221527,mqtt;dns;mdns;ssl;ssdp
0.865430103,0.850615114,0.930698743,0.874603458,mqtt;dns;mdns;ssl;classicstun
0.864100406,0.84797891,0.925897681,0.872947486,mqtt;dns;mdns;ssl;ntp
0.867140993,0.852811951,0.929481128,0.858983522,mqtt;dns;mdns;bootp;ssdp
0.770682344,0.807996485,0.797435495,0.782506484,mqtt;dns;mdns;bootp;classicstun
0.730929698,0.743848858,0.822237166,0.730160817,mqtt;dns;mdns;bootp;ntp
0.842006363,0.844903339,0.874017435,0.846678896,mqtt;dns;mdns;ssdp;classicstun
0.797438666,0.782513181,0.927301557,0.793521832,mqtt;dns;mdns;ssdp;ntp
0.720234867,0.73857645,0.855811158,0.737327294,mqtt;dns;mdns;classicstun;ntp
0.920992554,0.919156415,0.944025688,0.923843132,mqtt;dns;quic;ssl;bootp
0.924878531,0.922231986,0.948599052,0.924402451,mqtt;dns;quic;ssl;ssdp
0.915271248,0.913005272,0.946572865,0.918485737,mqtt;dns;quic;ssl;classicstun
0.914165925,0.905536028,0.943749054,0.914743469,mqtt;dns;quic;ssl;ntp
0.86401204,0.841827768,0.938582302,0.853881445,mqtt;dns;quic;bootp;ssdp
0.771273029,0.807557118,0.798256855,0.781592253,mqtt;dns;quic;bootp;classicstun
0.73021431,0.743848858,0.863475567,0.726477217,mqtt;dns;quic;bootp;ntp
0.921405043,0.913005272,0.952034043,0.918485478,mqtt;dns;quic;ssdp;classicstun
0.878496776,0.863356766,0.937884389,0.868909587,mqtt;dns;quic;ssdp;ntp
0.760429344,0.785588752,0.864381084,0.77460724,mqtt;dns;quic;classicstun;ntp
0.926224569,0.91827768,0.951229457,0.926011972,mqtt;dns;ssl;bootp;ssdp
0.924960412,0.923550088,0.946925859,0.925218474,mqtt;dns;ssl;bootp;classicstun
0.925369333,0.923989455,0.952424331,0.924683394,mqtt;dns;ssl;bootp;ntp
0.843409859,0.856766257,0.866191019,0.855035041,mqtt;dns;ssl;ssdp;classicstun
0.848055955,0.857644991,0.938846244,0.860395375,mqtt;dns;ssl;ssdp;ntp
0.846566243,0.855448155,0.902674351,0.85784427,mqtt;dns;ssl;classicstun;ntp
0.914455506,0.912126538,0.948673012,0.913483524,mqtt;dns;bootp;ssdp;classicstun
0.857771955,0.836115993,0.928892747,0.849064861,mqtt;dns;bootp;ssdp;ntp
0.772141902,0.815026362,0.870475758,0.78153984,mqtt;dns;bootp;classicstun;ntp
0.862115047,0.845342707,0.926299136,0.867986164,mqtt;dns;ssdp;classicstun;ntp
0.895443312,0.907293497,0.910208969,0.905895529,mqtt;mdns;quic;ssl;bootp
0.901719708,0.909050967,0.935472973,0.909359352,mqtt;mdns;quic;ssl;ssdp
0.909613435,0.908611599,0.947556389,0.914288653,mqtt;mdns;quic;ssl;classicstun
0.909660321,0.909929701,0.934474915,0.911576373,mqtt;mdns;quic;ssl;ntp
0.518425797,0.547891037,0.672325258,0.542574536,mqtt;mdns;quic;bootp;ssdp
0.459960271,0.49516696,0.56694574,0.476212593,mqtt;mdns;quic;bootp;classicstun
0.469769195,0.481546573,0.762664359,0.457994134,mqtt;mdns;quic;bootp;ntp
0.653074196,0.676625659,0.714098498,0.662741375,mqtt;mdns;quic;ssdp;classicstun
0.591668005,0.578646749,0.857673718,0.588260014,mqtt;mdns;quic;ssdp;ntp
0.574653941,0.587873462,0.772997384,0.559989651,mqtt;mdns;quic;classicstun;ntp
0.895783938,0.898945518,0.911278022,0.903405039,mqtt;mdns;ssl;bootp;ssdp
0.91457521,0.91827768,0.95497971,0.92036518,mqtt;mdns;ssl;bootp;classicstun
0.906532304,0.905536028,0.927872404,0.911214555,mqtt;mdns;ssl;bootp;ntp
0.830358807,0.838752197,0.868159333,0.846247555,mqtt;mdns;ssl;ssdp;classicstun
0.833495179,0.844024605,0.861186291,0.848933495,mqtt;mdns;ssl;ssdp;ntp
0.844487593,0.855887522,0.869502286,0.857580638,mqtt;mdns;ssl;classicstun;ntp
0.658635248,0.673550088,0.748980884,0.668123294,mqtt;mdns;bootp;ssdp;classicstun
0.608994986,0.614674868,0.789346427,0.60123643,mqtt;mdns;bootp;ssdp;ntp
0.579620871,0.585676626,0.712384019,0.564300798,mqtt;mdns;bootp;classicstun;ntp
0.666085686,0.664762742,0.781834722,0.657272042,mqtt;mdns;ssdp;classicstun;ntp
0.890248242,0.894551845,0.905573728,0.901161634,mqtt;quic;ssl;bootp;ssdp
0.908237963,0.909929701,0.940831817,0.914097459,mqtt;quic;ssl;bootp;classicstun
0.904174809,0.900702988,0.931244514,0.909292988,mqtt;quic;ssl;bootp;ntp
0.908023919,0.911247803,0.94048467,0.914781325,mqtt;quic;ssl;ssdp;classicstun
0.90592008,0.902460457,0.930469944,0.907384268,mqtt;quic;ssl;ssdp;ntp
0.919608605,0.916080844,0.952430886,0.92066583,mqtt;quic;ssl;classicstun;ntp
0.6118514,0.657732865,0.652563348,0.636737078,mqtt;quic;bootp;ssdp;classicstun
0.567723758,0.573813708,0.795334758,0.571263869,mqtt;quic;bootp;ssdp;ntp
0.542687663,0.592267135,0.699574576,0.54263121,mqtt;quic;bootp;classicstun;ntp
0.69989217,0.708260105,0.85820535,0.69723499,mqtt;quic;ssdp;classicstun;ntp
0.908089476,0.915202109,0.95141926,0.913228011,mqtt;ssl;bootp;ssdp;classicstun
0.908862773,0.905536028,0.933912268,0.912125839,mqtt;ssl;bootp;ssdp;ntp
0.919893141,0.919156415,0.947329826,0.922261547,mqtt;ssl;bootp;classicstun;ntp
0.860817596,0.84797891,0.923347048,0.867043116,mqtt;ssl;ssdp;classicstun;ntp
0.695573654,0.705623902,0.855939144,0.692625131,mqtt;bootp;ssdp;classicstun;ntp
0.920880636,0.916959578,0.941651419,0.922233143,dns;mdns;quic;ssl;bootp
0.845621344,0.873022847,0.876258603,0.854645941,dns;mdns;quic;ssl;ssdp
0.842040113,0.858523726,0.875116765,0.854049781,dns;mdns;quic;ssl;classicstun
0.849076288,0.868189807,0.870880706,0.857685508,dns;mdns;quic;ssl;ntp
0.871676837,0.856326889,0.937409961,0.86001272,dns;mdns;quic;bootp;ssdp
0.77196922,0.80887522,0.794972197,0.783889141,dns;mdns;quic;bootp;classicstun
0.731962325,0.74516696,0.903678515,0.732024667,dns;mdns;quic;bootp;ntp
0.845793042,0.858523726,0.874364237,0.851641308,dns;mdns;quic;ssdp;classicstun
0.804234639,0.811072056,0.86156821,0.800595407,dns;mdns;quic;ssdp;ntp
0.698977452,0.74516696,0.793810541,0.716189858,dns;mdns;quic;classicstun;ntp
0.926234264,0.917838313,0.946303488,0.926963288,dns;mdns;ssl;bootp;ssdp
0.926223822,0.919156415,0.950168942,0.924824104,dns;mdns;ssl;bootp;classicstun
0.924250629,0.914762742,0.947401956,0.924446338,dns;mdns;ssl;bootp;ntp
0.780408717,0.806239016,0.806567743,0.7954098,dns;mdns;ssl;ssdp;classicstun
0.77069747,0.789543058,0.81908459,0.786514706,dns;mdns;ssl;ssdp;ntp
0.775365943,0.804042179,0.865311941,0.793026562,dns;mdns;ssl;classicstun;ntp
0.923271745,0.920035149,0.953516068,0.923074399,dns;mdns;bootp;ssdp;classicstun
0.868137659,0.844463972,0.93775595,0.857492393,dns;mdns;bootp;ssdp;ntp
0.772264836,0.804042179,0.830989734,0.781635313,dns;mdns;bootp;classicstun;ntp
0.773067698,0.792618629,0.803576687,0.785362292,dns;mdns;ssdp;classicstun;ntp
0.919306997,0.912565905,0.948556013,0.921777011,dns;quic;ssl;bootp;ssdp
0.933084496,0.929261863,0.959162287,0.932534894,dns;quic;ssl;bootp;classicstun
0.918395031,0.908172232,0.943507951,0.921540116,dns;quic;ssl;bootp;ntp
